72517,ALLENTOWN,PA,US,40.65,-75.43
72518,ALBANY,NY,US,42.75,-73.8
72519,SYRACUSE,NY,US,43.12,-76.12
72520,PITTSBURGH,PA,US,40.5,-80.23
72521,AKRON,OH,US,40.92,-81.43
72523,DANSVILLE,NY,US,42.57,-77.72
72524,CLEVELAND/HOPKINS,OH,US,41.4,-81.85
72525,YOUNGSTOWN,OH,US,41.27,-80.67
72526,FRANKLIN,PA,US,41.38,-79.86
72528,BUFFALO,NY,US,42.93,-78.73
72529,ROCHESTER,NY,US,43.12,-77.67
72530,CHICAGO/O'HARE,IL,US,41.98,-87.9
72532,PEORIA,IL,US,40.66,-89.68
72533,FORT WAYNE,IN,US,41,-85.2
72534,CHICAGO/MIDWAY,IL,US,41.78,-87.75
72535,SOUTH BEND,IN,US,41.7,-86.32
72536,TOLEDO,OH,US,41.6,-83.8
72537,DETROIT,MI,US,42.23,-83.33
72539,BATTLE CREEK,MI,US,42.3,-85.23
72540,SPICKARD,MO,US,40.25,-93.72
72543,ROCKFORD,IL,US,42.2,-89.1
72544,MOLINE,IL,US,41.45,-90.52
72545,BURLINGTON,IA,US,40.78,-91.11
72546,DES MOINES,IA,US,41.53,-93.65
72547,DUBUQUE,IA,US,42.4,-90.7
72548,MASON CITY,IA,US,43.15,-93.33
72549,FORT DODGE,IA,US,42.55,-94.18
72550,OMAHA/EPPLEY,NE,US,41.3,-95.9
72551,BEATRICE,NE,US,40.31,-96.75
72552,GRAND ISLAND,NE,US,40.97,-98.32
72553,NORTH OMAHA,NE,US,41.37,-96.02
72554,OFFUT AFB,NE,US,41.11,-95.9
72556,NORFOLK,NE,US,41.98,-97.43
72557,SIOUX CITY,IA,US,42.4,-96.38
72558,VALLEY,NE,US,41.32,-96.37
72561,SIDNEY,NE,US,41.1,-102.98
72562,NORTH PLATTE,NE,US,41.13,-100.68
72563,CHADRON,NE,US,42.83,-103.08
72564,CHEYENNE,WY,US,41.15,-104.82
72566,SCOTTS BLUFF CO.,NE,US,41.86,-103.6
72567,VALENTINE,NE,US,42.87,-100.55
72569,CASPER,WY,US,42.92,-106.47
72572,SALT LAKE CITY,UT,US,40.78,-111.97
72574,RAWLINS,WY,US,41.8,-107.2
72576,LANDER,WY,US,42.82,-108.73
72578,POCATELLO,ID,US,42.92,-112.6
72581,WENDOVER,NV,US,40.72,-114.03
72582,ELKO,NV,US,40.87,-115.73
72583,WINNEMUCCA,NV,US,40.9,-117.8
72591,RED BLUFF,CA,US,40.15,-122.25
72594,EUREKA,CA,US,40.8,-124.17
72597,MEDFORD,OR,US,42.37,-122.87
72604,FRANCONIA,NH,US,44.22,-71.75
72605,CONCORD,NH,US,43.2,-71.5
